Start Experiment 02/08/2024 17:38:31

Experiment, validity, proximity, validity_without_chem, proximity_without_chem
Start Experiment 02/08/2024 21:00:34
Experiment, validity, proximity, validity_without_chem, proximity_without_chem
Experiment 0, 3.2407407407407405, 11.332857642854963, 100.0, 549.1659713686705
Experiment 1, 1.3888888888888888, 18.31664538383484, 100.0, 875.2960162356115
Experiment 2, 8.796296296296296, 16.436436490008706, 100.0, 887.677661582495
Experiment 3, 0.4629629629629629, 14.440679550170898, 100.0, 862.6158609118534
Experiment 4, 27.314814814814813, 52.7437866501889, 100.0, 923.6789975067602
Summary,8.24074074074074 ± 9.965647442276822,                 22.654081143411663 ± 15.22164839148792,                 100.0 ± 0.0,                 819.6869015210781 ± 136.7873841591082
End Experiment
