Start Experiment 02/07/2024 19:57:33

Experiment, validity, proximity, validity_without_chem, proximity_without_chem
Start Experiment 02/07/2024 20:20:45
Experiment, validity, proximity, validity_without_chem, proximity_without_chem
Start Experiment 02/07/2024 21:30:59
Experiment, validity, proximity, validity_without_chem, proximity_without_chem
Experiment 0, 5.88235294117647, 40.84815037250519, 100.0, 694.7632544646252
Experiment 1, 10.294117647058822, 36.071383816855295, 100.0, 715.8147872777752
Experiment 2, 11.76470588235294, 38.83562868833542, 100.0, 772.6361905674139
Experiment 3, 5.88235294117647, 37.17777597904205, 100.0, 625.5271379127563
Experiment 4, 5.147058823529411, 40.293208190373015, 100.0, 900.6655561470756
Summary,7.794117647058823 ± 2.6956327617387292,                 38.64522940942219 ± 1.8101407360852264,                 100.0 ± 0.0,                 741.8813852739293 ± 92.29969407268204
End Experiment
