Start Experiment 02/07/2024 19:44:12

Experiment, validity, proximity, validity_without_chem, proximity_without_chem
Start Experiment 02/07/2024 21:30:20
Experiment, validity, proximity, validity_without_chem, proximity_without_chem
Experiment 0, 73.01587301587301, 48.6458273873381, 100.0, 1064.144661731802
Experiment 1, 11.11111111111111, 43.64706753832953, 100.0, 909.0156830499963
Experiment 2, 0.3968253968253968, 12.921625852584839, 100.0, 1013.6199132105095
Experiment 3, 40.476190476190474, 37.373459553017334, 100.0, 1107.7159679042254
Experiment 4, 55.55555555555556, 40.06907810994557, 100.0, 1075.6254806614565
Summary,36.11111111111111 ± 27.054064363586207,                 36.531411688243075 ± 12.393851228982944,                 100.0 ± 0.0,                 1034.024341311598 ± 69.44328571400946
End Experiment
