Start Experiment 02/07/2024 19:44:09

Experiment, validity, proximity, validity_without_chem, proximity_without_chem
Start Experiment 02/07/2024 21:30:19
Experiment, validity, proximity, validity_without_chem, proximity_without_chem
Experiment 0, 9.558823529411764, 38.33968059833233, 100.0, 620.2081195784269
Experiment 1, 8.088235294117647, 36.72166581587358, 100.0, 637.671464662578
Experiment 2, 3.6764705882352944, 38.59060125350952, 100.0, 574.7382170259361
Experiment 3, 2.941176470588235, 41.753904938697815, 100.0, 570.780715672609
Experiment 4, 3.6764705882352944, 37.705327892303465, 100.0, 585.3983297007987
Summary,5.588235294117647 ± 2.6956327617387292,                 38.62223609974335 ± 1.6935805948670837,                 100.0 ± 0.0,                 597.7593693280699 ± 26.485989688286505
End Experiment
