Start Experiment 02/07/2024 19:44:13

Experiment, validity, proximity, validity_without_chem, proximity_without_chem
Start Experiment 02/07/2024 21:30:18
Experiment, validity, proximity, validity_without_chem, proximity_without_chem
Experiment 0, 7.142857142857142, 13.472928861776987, 100.0, 300.5599154990471
Experiment 1, 3.1746031746031744, 16.664177507162094, 100.0, 249.55856777600513
Experiment 2, 15.476190476190476, 16.424590373650574, 100.0, 784.3935051801769
Experiment 3, 6.746031746031746, 15.965602404931012, 100.0, 512.2779741997042
Experiment 4, 0.3968253968253968, 11.626379251480103, 100.0, 296.51597957958717
Summary,6.587301587301587 ± 5.0855616963812045,                 14.830735679800153 ± 1.9647566606592675,                 100.0 ± 0.0,                 428.6611884469041 ± 199.74348005213253
End Experiment
